"square_meters","bathrooms_number","lift","rooms_number","car_parking","condominium_fees","conditions","floor","heating_centralized","selling_price","fireplace","hydromassage","video_entryphone","terrace","security_door","tavern","optic_fiber","electric_gate","pool","tennis_court","alarm_system","attic","balcony","cellar","closet","reception","concierge","furnished","garden","exposure","window_glass","window_material","zona_new","year","total_floors","house_efficiency"
70,"1","yes","3","none",150,"excellent / refurbished","mezzanine","central",385000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"shared","double","other","other","isola","Modern",8,"Med"
115,"2","yes","3","none",250,"excellent / refurbished","3","central",395000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","single","other","other","cantalupa - san paolo","Modern",6,"Med"
61,"1","yes","2","none",100,"good condition / liveable","4","independent",139000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no",0,1,"no garden","other","other","other","quarto oggiaro","Very Old",4,"Low"
135,"1","yes","4","none",417,"to be refurbished","3","central",750000,"no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","double","other","wood","città studi","Very Old",5,"Low"
115,"2","yes","3","none",125,"good condition / liveable","4","central",798000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",1,1,"shared","double","other","wood","porta venezia","Very Old",5,"Med"
52,"1","no","2","none",35,"new / under construction","semi-basement","central",208000,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no",0.5,0,"shared","single","other","other","corvetto","Old",7,"Med"
90,"1","no","4","none",290,"good condition / liveable","3","central",259000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0.5,0,"shared","double","other","wood","ponte nuovo","Old",4,"Med"
175,"2","yes","4","garage/box",500,"excellent / refurbished","1","central",890000,"no","yes","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",1,0,"shared","double","other","wood","udine","Modern",6,"Med"
100,"1","yes","3","none",375,"excellent / refurbished","1","central",290000,"no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no",0,0,"shared","other","other","other","viale ungheria - mecenate","Old",8,"Low"
83,"1","yes","2","none",0,"new / under construction","1","central",360000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"no garden","single","triple","other","turro","Recent/New",4,"High"
186,"3","no","5","none",0,"excellent / refurbished","ground floor","independent",1600000,"no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","yes","yes","no",0,1,"private","double","other","other","martini - insubria","Very Old",3,"Med"
51,"1","yes","1","none",125,"excellent / refurbished","4","independent",367000,"no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no",0,0,"no garden","single","triple","wood","navigli - darsena","Recent/New",4,"High"
51,"1","yes","2","none",125,"to be refurbished","5","central",310000,"no","no","no","no","yes","no","yes","no","no","no","no","yes","yes","no","no","no",1,0,"shared","double","other","wood","sempione","Modern",5,"Low"
65,"1","yes","2","garage/box",130,"good condition / liveable","7","central",220000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0,0.5,"shared","double","other","other","affori","Recent/New",8,"Med"
160,"2","no","5+","shared",50,"excellent / refurbished","ground floor","independent",720000,"no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",0,0.5,"private","other","other","other","dergano","Recent/New",3,"High"
80,"1","yes","3","none",300,"good condition / liveable","4","central",315000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,1,"shared","double","other","other","primaticcio","Old",7,"Med"
100,"1","yes","3","garage/box",200,"good condition / liveable","5","central",445000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","yes","no",1,0.5,"no garden","double","other","other","gambara","Modern",8,"Low"
92,"1","yes","3","shared",800,"good condition / liveable","6","independent",320000,"no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",0,1,"private","other","other","wood","bicocca","Modern",6,"Low"
231,"2","no","5","shared",0,"to be refurbished","ground floor","independent",1150000,"no","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no",0,0,"private","double","other","other","porta vittoria","Very Old",2,"Low"
135,"1","yes","4","none",400,"good condition / liveable","ground floor","central",1090000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",1,0,"no garden","double","other","other","piave - tricolore","Very Old",6,"Med"
130,"2","yes","4","garage/box",420,"good condition / liveable","6","central",570000,"no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","wood","vigentino - fatima","Modern",9,"Med"
180,"2","yes","5","none",558,"excellent / refurbished","1","central",695000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no",1,0,"no garden","double","other","wood","portello - parco vittoria","Modern",8,"Low"
98,"2","yes","3","none",208,"good condition / liveable","4","central",530000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","wood","san siro","Modern",8,"Low"
141,"2","yes","5+","none",500,"excellent / refurbished","7","central",990000,"yes","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no",1,1,"no garden","double","other","wood","centrale","Very Old",11,"Low"
152,"2","no","4","none",410,"good condition / liveable","mezzanine","central",1350000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0,"private","double","other","wood","indipendenza","Very Old",3,"Low"
35,"1","yes","1","shared",100,"good condition / liveable","6","central",265000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","wood","monte rosa - lotto","Modern",7,"Low"
75,"1","yes","2","none",92,"good condition / liveable","5","central",245000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0.5,"no garden","double","other","other","corvetto","Modern",8,"Low"
40,"1","yes","1","none",60,"excellent / refurbished","mezzanine","independent",230000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no",0,0.5,"no garden","double","other","other","ripamonti","Very Old",3,"Med"
90,"2","yes","2","none",0,"new / under construction","6","independent",732000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","other","other","other","piave - tricolore","Very Old",6,"Low"
62,"1","yes","2","none",160,"to be refurbished","5","central",250000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","single","other","wood","san siro","Old",7,"Low"
77,"1","no","3","none",230,"good condition / liveable","3","central",199000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0,1,"no garden","double","other","other","bisceglie","Modern",3,"Low"
51,"1","no","2","none",67,"new / under construction","ground floor","independent",515000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0,1,"no garden","single","other","other","de angeli","Very Old",2,"Med"
95,"1","no","3","none",0,"excellent / refurbished","3","independent",495000,"no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no",0,0,"shared","double","other","other","casoretto","Very Old",3,"Low"
55,"1","yes","2","none",150,"excellent / refurbished","4","central",190000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","other","other","other","giambellino","Modern",4,"Med"
205,"3","yes","4","garage/box and shared",550,"good condition / liveable","2","central",1495000,"no","no","no","no","yes","no","yes","no","no","no","yes","no","yes","yes","yes","no",0.5,0.5,"no garden","double","other","wood","san vittore","Very Old",6,"Med"
134,"2","yes","4","none",335,"to be refurbished","2","central",637000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0.5,0,"no garden","double","other","other","farini","Very Old",8,"Low"
75,"1","no","3","garage/box",180,"good condition / liveable","2","central",320000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0,1,"shared","single","other","other","san siro","Modern",3,"Low"
48,"1","yes","2","none",110,"excellent / refurbished","3","independent",197000,"no","no","yes","no","yes","no","yes","no","no","no","yes","no","no","no","no","no",0,1,"no garden","double","other","other","precotto","Very Old",4,"Low"
183,"3","yes","5+","none",0,"new / under construction","ground floor","independent",1290000,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no",0,0,"private","other","other","other","città studi","Recent/New",3,"High"
120,"2","no","3","none",250,"excellent / refurbished","ground floor","independent",510000,"no","no","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no",0,0,"no garden","double","other","wood","navigli - darsena","Old",4,"Low"
170,"2","no","5","shared",100,"good condition / liveable","mezzanine","independent",680000,"yes","no","no","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","no",0,0,"private","double","other","other","san siro","Old",3,"Low"
80,"1","yes","2","none",192,"excellent / refurbished","semi-basement","independent",226000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0,"no garden","other","triple","other","cermenate - abbiategrasso","Old",5,"Med"
50,"1","yes","2","none",90,"excellent / refurbished","1","central",375000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",0,1,"no garden","single","other","other","bocconi","Old",5,"Med"
96,"2","yes","3","none",250,"excellent / refurbished","4","central",390000,"no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no",1,0,"no garden","double","other","other","certosa","Old",6,"Low"
185,"3","yes","4","none",500,"good condition / liveable","3","central",1580000,"no","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no",1,0,"no garden","double","other","wood","carrobbio","Modern",6,"Low"
72,"1","yes","2","none",225,"excellent / refurbished","7","central",495000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"no garden","single","other","other","ripamonti","Modern",8,"Med"
160,"2","yes","4","shared",540,"to be refurbished","7","central",7e+05,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0.5,0,"shared","double","other","other","dergano","Modern",7,"Low"
30,"1","no","1","none",80,"good condition / liveable","ground floor","central",140000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",0,1,"no garden","single","other","wood","dergano","Modern",6,"Low"
195,"2","yes","4","none",580,"good condition / liveable","1","central",2200000,"no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no",1,1,"no garden","double","other","wood","turati","Very Old",5,"Med"
67,"1","yes","2","none",200,"good condition / liveable","mezzanine","central",295000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",0.5,0.5,"shared","double","other","other","gambara","Old",6,"Low"
68,"1","yes","2","garage/box",0,"new / under construction","ground floor","central",168000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no",0,0,"shared","single","other","other","comasina","Recent/New",7,"High"
140,"2","yes","4","garage/box",160,"excellent / refurbished","8","central",660000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","no","no",0.5,1,"shared","other","other","other","quartiere adriano","Recent/New",8,"High"
110,"2","yes","3","none",200,"good condition / liveable","3","central",750000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","other","other","other","washington","Very Old",5,"Low"
75,"1","yes","2","shared",167,"excellent / refurbished","ground floor","central",288000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",1,0.5,"private","single","other","wood","quarto cagnino","Recent/New",7,"High"
48,"1","yes","2","none",108,"new / under construction","3","central",460000,"no","no","yes","no","yes","no","yes","no","no","no","yes","no","yes","no","yes","no",0,0,"no garden","single","other","other","navigli - darsena","Modern",4,"Med"
215,"2","yes","5","garage/box",908,"to be refurbished","3","central",910000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",1,0,"no garden","other","other","wood","gambara","Old",9,"Low"
89,"1","no","3","shared",0,"new / under construction","1","independent",370000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",0,1,"private","other","other","other","greco - segnano","Recent/New",8,"High"
85,"1","no","3","garage/box",200,"excellent / refurbished","3","central",310000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","wood","bande nere","Old",3,"Low"
100,"2","yes","3","none",142,"good condition / liveable","2","central",339000,"no","no","yes","no","yes","no","no","yes","no","no","no","no","yes","yes","no","no",1,0,"no garden","double","other","other","quartiere adriano","Recent/New",8,"High"
73,"1","yes","2","garage/box",110,"excellent / refurbished","7","central",285000,"no","no","yes","yes","yes","no","no","yes","no","no","yes","no","yes","yes","no","no",0,0,"shared","double","other","wood","quartiere adriano","Recent/New",12,"High"
72,"1","yes","2","none",250,"excellent / refurbished","2","central",570000,"no","no","yes","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",1,0,"no garden","single","other","other","centrale","Old",7,"Low"
104,"1","yes","4","none",333,"good condition / liveable","2","central",215000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"shared","double","other","other","quartiere olmi","Modern",6,"Low"
55,"1","yes","2","none",70,"excellent / refurbished","3","independent",238000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,1,"shared","single","other","other","navigli - darsena","Very Old",4,"Low"
100,"1","yes","3","none",0,"to be refurbished","9","central",280000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",1,0,"no garden","single","other","wood","lorenteggio","Modern",9,"Low"
175,"2","no","4","shared",160,"good condition / liveable","2","independent",1100000,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","yes","no",0,0,"shared","double","other","wood","farini","Very Old",2,"Low"
135,"2","yes","3","garage/box",200,"good condition / liveable","ground floor","central",338000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",0,0.5,"private","single","other","other","quarto oggiaro","Recent/New",6,"Low"
159,"2","yes","5","none",360,"excellent / refurbished","1","central",625000,"no","no","yes","no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no",1,0.5,"shared","double","other","other","tre castelli - faenza","Old",8,"Low"
100,"1","yes","3","none",150,"excellent / refurbished","ground floor","independent",690000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no",1,0,"no garden","other","other","other","guastalla","Modern",5,"High"
137,"2","no","3","shared",200,"excellent / refurbished","ground floor","independent",790000,"yes","no","yes","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no",0,0.5,"private","single","other","other","navigli - darsena","Recent/New",1,"Low"
87,"1","yes","3","none",200,"new / under construction","8","central",499000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no",1,0,"shared","double","other","other","san siro","Old",8,"High"
170,"2","yes","4","none",450,"good condition / liveable","8","central",1380000,"no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","single","other","other","solari","Old",8,"Low"
102,"1","yes","3","none",250,"excellent / refurbished","mezzanine","central",549000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",0.5,1,"shared","single","other","other","pezzotti - meda","Old",5,"Low"
40,"1","yes","2","none",130,"good condition / liveable","mezzanine","central",220000,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes",0,1,"private","other","other","other","affori","Old",8,"Low"
85,"1","yes","3","none",200,"to be refurbished","2","central",405000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0.5,0.5,"shared","double","other","other","città studi","Old",8,"Low"
107,"2","no","3","none",350,"new / under construction","1","central",890000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0,0,"no garden","double","triple","other","vercelli - wagner","Recent/New",2,"High"
160,"2","yes","3","none",333,"excellent / refurbished","3","central",790000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0.5,0.5,"shared","double","other","other","pasteur","Very Old",3,"Med"
47,"1","no","2","none",62,"excellent / refurbished","4","central",199000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","other","dergano","Old",4,"Low"
105,"2","yes","3","none",140,"excellent / refurbished","1","independent",750000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0.5,0.5,"shared","double","other","other","piave - tricolore","Very Old",6,"Low"
147,"2","yes","4","none",290,"good condition / liveable","3","independent",1230000,"yes","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0,0.5,"no garden","single","other","other","carrobbio","Very Old",5,"Med"
83,"1","yes","2","none",200,"excellent / refurbished","5","central",420000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",1,1,"shared","other","other","other","farini","Modern",6,"Low"
85,"1","yes","3","none",100,"excellent / refurbished","1","independent",449000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no",0.5,0,"no garden","double","other","other","istria","Modern",7,"Med"
167,"2","yes","4","none",0,"to be refurbished","1","central",870000,"no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","single","other","other","maggiolina","Old",4,"Low"
83,"1","yes","2","none",250,"excellent / refurbished","ground floor","independent",580000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","yes","yes","no",1,0,"shared","single","other","wood","ticinese","Very Old",3,"Med"
150,"1","yes","3","none",250,"excellent / refurbished","2","central",318000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","no","no","no",1,1,"shared","double","other","other","turro","Recent/New",3,"High"
110,"2","yes","3","garage/box",200,"excellent / refurbished","mezzanine","central",540000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",1,0,"shared","double","other","other","dergano","Old",5,"Low"
190,"3","no","4","none",170,"excellent / refurbished","1","independent",1360000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","yes","no","no","yes","no",1,0.5,"shared","single","other","other","ascanio sforza","Recent/New",1,"Med"
105,"1","no","3","none",80,"excellent / refurbished","1","independent",599000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0.5,"shared","single","other","other","porta venezia","Very Old",5,"Low"
40,"1","yes","1","none",60,"excellent / refurbished","1","independent",170000,"no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no",1,0,"shared","single","other","other","tre castelli - faenza","Recent/New",3,"Med"
80,"1","yes","2","none",125,"excellent / refurbished","mezzanine","central",370000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",1,0,"shared","double","other","other","città studi","Very Old",5,"Low"
80,"1","yes","3","garage/box",100,"good condition / liveable","mezzanine","central",288000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0.5,0,"private","single","other","other","quartiere adriano","Modern",5,"Low"
59,"2","yes","2","garage/box",100,"new / under construction","4","central",324000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",1,0,"shared","double","other","wood","famagosta","Old",6,"Low"
110,"1","yes","3","garage/box",260,"good condition / liveable","8","central",320000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",1,0,"shared","double","other","other","giambellino","Modern",8,"Low"
70,"2","no","2","shared",90,"excellent / refurbished","1","independent",415000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","no",0,1,"no garden","single","other","other","affori","Recent/New",3,"Med"
139,"2","yes","4","garage/box",35,"new / under construction","7","central",1025000,"no","no","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0,0,"shared","single","other","wood","porta vittoria","Recent/New",7,"High"
90,"1","yes","3","garage/box",340,"excellent / refurbished","2","central",270000,"no","no","yes","yes","no","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"shared","other","other","other","quartiere adriano","Modern",5,"Med"
67,"1","yes","2","none",180,"good condition / liveable","3","central",249000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0.5,1,"no garden","single","other","other","corvetto","Old",6,"Low"
92,"1","yes","4","none",110,"good condition / liveable","1","central",280000,"no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0,"shared","single","other","wood","chiesa rossa","Modern",6,"Low"
74,"1","no","3","none",120,"other","1","independent",270000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","wood","casoretto","Very Old",4,"Low"
85,"1","no","3","none",200,"excellent / refurbished","2","central",660000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0,1,"no garden","single","other","other","corso genova","Very Old",4,"Low"
55,"1","yes","2","none",1600,"good condition / liveable","4","central",225000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",1,0,"shared","double","other","other","san siro","Old",5,"Low"
90,"1","no","4","none",100,"excellent / refurbished","1","independent",395000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","other","other","other","dergano","Old",4,"Med"
65,"1","no","2","none",100,"good condition / liveable","3","independent",450000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",0,1,"no garden","double","other","wood","isola","Very Old",3,"Med"
110,"1","yes","3","none",0,"new / under construction","1","central",520000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no",1,0,"no garden","double","triple","other","turro","Recent/New",4,"High"
74,"1","yes","3","garage/box",60,"excellent / refurbished","2","central",273600,"no","no","yes","no","yes","no","no","yes","no","no","yes","no","yes","no","no","no",0,0,"no garden","other","other","other","affori","Recent/New",5,"High"
54,"1","yes","1","none",0,"new / under construction","2","independent",575000,"no","no","yes","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no",0,0,"no garden","double","other","other","buenos aires","Recent/New",8,"Med"
85,"2","yes","3","none",200,"good condition / liveable","1","independent",220000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,1,"shared","double","other","other","baggio","Modern",3,"High"
85,"1","yes","3","none",300,"other","5","central",1120000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"no garden","other","other","other","moscova","Modern",8,"High"
55,"1","yes","2","none",42,"good condition / liveable","mezzanine","independent",389000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",1,0,"shared","single","other","wood","sempione","Very Old",5,"Low"
91,"2","no","3","shared",120,"excellent / refurbished","ground floor","independent",407000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no",0,0,"private","single","other","other","crescenzago","Very Old",1,"High"
50,"1","no","2","none",117,"good condition / liveable","mezzanine","central",209000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no",0,0,"no garden","double","other","other","dergano","Old",4,"Low"
85,"1","yes","3","none",133,"good condition / liveable","4","central",329000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","other","bovisa","Very Old",5,"Low"
70,"1","yes","2","none",100,"excellent / refurbished","3","central",249000,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0.5,1,"no garden","single","other","other","corvetto","Modern",7,"Low"
90,"2","yes","3","garage/box",150,"excellent / refurbished","2","independent",279000,"no","yes","yes","yes","yes","no","yes","yes","no","no","yes","no","yes","yes","yes","no",0,0,"shared","double","other","wood","baggio","Recent/New",5,"Med"
140,"2","no","4","garage/box",125,"good condition / liveable","1","central",260000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",0,0,"shared","other","other","other","baggio","Old",2,"Low"
150,"2","yes","4","garage/box",190,"good condition / liveable","5","independent",450000,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no",1,0,"no garden","double","other","wood","quartiere adriano","Modern",7,"Med"
108,"2","yes","3","none",300,"to be refurbished","3","central",9e+05,"no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no",0,0,"no garden","double","other","wood","carrobbio","Very Old",4,"Med"
53,"1","yes","2","none",125,"to be refurbished","2","central",259000,"no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"no garden","single","other","wood","monte rosa - lotto","Old",6,"Low"
70,"1","yes","3","none",100,"new / under construction","4","independent",290000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no",0,0,"no garden","single","triple","wood","certosa","Very Old",4,"High"
70,"1","yes","2","none",120,"good condition / liveable","3","independent",399000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no",0,0,"no garden","single","other","wood","porta romana - medaglie d'oro","Very Old",3,"Low"
50,"1","yes","2","none",100,"excellent / refurbished","1","independent",559000,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",1,1,"shared","single","other","wood","moscova","Very Old",4,"Low"
52,"1","no","2","none",0,"new / under construction","ground floor","independent",320000,"no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no",0,1,"no garden","single","other","other","ghisolfa - mac mahon","Recent/New",1,"Med"
170,"1","yes","4","none",0,"new / under construction","1","central",1120000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","other","other","other","solari","Modern",8,"Low"
60,"1","yes","2","none",340,"excellent / refurbished","3","central",870000,"no","no","yes","yes","yes","no","yes","no","no","no","yes","no","yes","no","yes","no",1,0,"no garden","other","other","wood","garibaldi - corso como","Recent/New",5,"High"
120,"2","yes","3","none",150,"new / under construction","2","independent",6e+05,"no","no","yes","yes","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","triple","other","turro","Recent/New",2,"High"
70,"1","yes","2","none",208,"excellent / refurbished","3","central",259000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no",0,0,"no garden","double","other","other","corvetto","Old",8,"Med"
60,"1","yes","2","none",115,"good condition / liveable","5","central",210000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",1,0,"shared","single","other","other","prato centenaro","Old",5,"Low"
78,"1","no","3","none",100,"good condition / liveable","3","central",249000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","yes","no",0,0.5,"shared","single","other","wood","cimiano","Old",4,"Low"
102,"1","yes","3","garage/box and shared",200,"excellent / refurbished","mezzanine","central",248000,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",0,0.5,"no garden","single","other","other","corvetto","Old",6,"Low"
150,"3","yes","4","garage/box",420,"to be refurbished","2","central",1050000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",1,0,"no garden","other","other","other","porta venezia","Modern",6,"Low"
55,"1","yes","2","none",130,"good condition / liveable","3","central",328000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","no",0,0,"no garden","single","other","wood","navigli - darsena","Old",6,"Low"
75,"1","yes","3","none",150,"new / under construction","ground floor","central",319000,"no","yes","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no",0.5,1,"no garden","single","other","other","certosa","Old",7,"Med"
60,"1","yes","2","shared",142,"excellent / refurbished","1","central",250000,"no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",1,1,"shared","other","other","other","vigentino - fatima","Old",4,"Med"
105,"2","yes","3","none",175,"other","4","independent",730000,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no",1,0,"no garden","double","other","wood","carrobbio","Very Old",4,"Med"
78,"3","yes","4","garage/box and shared",90,"excellent / refurbished","1","central",370000,"no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no",0,1,"no garden","single","other","other","quartiere forlanini","Old",3,"High"
60,"1","yes","2","none",142,"good condition / liveable","mezzanine","central",270000,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no",0.5,0,"no garden","double","other","wood","martini - insubria","Old",7,"Low"
90,"1","yes","3","none",250,"good condition / liveable","5","central",670000,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","yes","no",1,0,"no garden","double","other","wood","washington","Modern",8,"Med"
